geographic_unit_fips,baseline_dem,baseline_gop,baseline_turnout
5000941425,0.34668723654121225,0.5893340027999465,0.44553864518054315
5000942475,0.38456697241526966,0.5708215503107144,0.5385878489326765
5000952750,0.3424841221431196,0.6047867942232447,0.8695652173913043
5000975175,0.3170295753629087,0.6357055642769929,0.7341772151898734
5001102500,0.4948299840720219,0.4465662373496689,0.5559895833333334
5001105425,0.3829345845385369,0.5655093253175003,0.5537375681745268
5001124050,0.24554826616682288,0.703842549203374,0.5287413280475719
5001124925,0.46068202007661796,0.48860752409709857,0.6664731494920174
5001125225,0.48337279511106424,0.47243529709411597,0.5446287519747235
5001126500,0.5152154946670521,0.4263474121212924,0.7204184704184704
5001127100,0.3821949163031707,0.5652959179431901,0.5342831700801425
5001127700,0.42082144275543854,0.53216272270507,0.658800959232614
5001133025,0.36613645052587956,0.5825066469640292,0.4631755141080823
5001145850,0.5371775445281078,0.39228240979962115,0.7698898408812729
5001159125,0.44146374932339766,0.5049724924452964,0.37908820614469774
5001161675,0.5521749337437002,0.3818049764929281,0.4662086891942072
5001161750,0.44979542718037574,0.5049804723465638,0.5635899352267065
5001164600,0.3925955150489159,0.5565483167392073,0.40697050938337803
5001171725,0.4206233756424258,0.5294871359868117,0.5
5001300860,0.2300140252454418,0.7166900420757363,0.45471938775510207
5001329275,0.4825618285028573,0.4721946377232722,0.6454100827689992
5001335875,0.4485945886397521,0.5085472271346023,0.8240223463687151
5001350650,0.4762382493395613,0.47475164472822484,0.7260055754679411
5001367000,0.5636178423248519,0.3958934502102138,0.8711882229232387
5001504375,0.3936632393063003,0.5587273685759075,0.4447731755424063
5001511500,0.5691748657615551,0.3679889935734993,0.6816805908705654
5001523500,0.4278549482133902,0.514926421600919,0.5013227513227513
5001523725,0.6079479129320154,0.3478525265754847,0.7710437710437711
5001535050,0.5293716035856605,0.41624730284779593,0.6428988043161271
5001537075,0.5480018831427261,0.3855026211157379,0.4338243690761676
5001546675,0.5685111751236355,0.3803701909952103,0.6049723756906078
5001570525,0.6301550139647999,0.3338398092118658,0.7820912439784641
